100344,biochemistry,"The scientific study of the chemical compounds and reactions occurring in the cells of living organisms including the molecular and biochemical analysis of life processes. Involves aspects of cellular organisation, processes and specialisation and how the structure and function of DNA, RNA proteins, enzymes and membranes determine biological forms.",
100345,biological sciences,The study of living systems to increase the understanding of how the natural world works.,Includes (not exhaustive list):      neurosciences     plant sciences     physiology     pharmacology     cancer studies     microbiology     genomics     bioinformatics     biotechnology     stem cell research
100346,biology,The broadly based scientific study of living organisms.,
100347,ecology,"The study of organisms in their environment, their interactions and history.",
100348,environmental biology,The study of animals' and plants' relationship to their terrestrial and marine habitats.,
100350,human biology,"An interdisciplinary subject that focuses on understanding the human being from the biological, social science, and humanities perspectives and that addresses contemporary issues related to biology and society, such as global health and disease, environmental policy, bioethics, and biotechnology.",
100351,marine biology,The study of saltwater and oceanic biology.,
100352,medical biochemistry,The study of the biochemical aspects of metabolic processes in humans.,
100353,microbiology,"The scientific study of micro-organisms encompassing major components of genetics and molecular biology. Includes bacteriology, virology, cell structure and function, and may include some immunology.",
100354,molecular biology,The study of biological activity at the molecular level.,"The field of molecular biology overlaps with biology and chemistry and in particular, genetics and biochemistry. A key area of molecular biology concerns understanding how various cellular systems interact in terms of the way DNA, RNA and protein synthesis function."
100355,plant sciences,"The study of plants including their classification, structure, physiology, ecology and economic importance.",Includes the importance of plants for a balanced ecosystem including the process of energy fixation and conversion in to the biosphere (and thus with food and fuel).
100356,zoology,"The scientific study of all aspects of animal biology: their reproduction, development, physiology, behaviour, mechanics of locomotion, diseases and interactions with the environment.",
100358,applied computing,"The study of the application of practical and professional computer science skills of analysis, design and development to specific computing topics, such as computer games development, computer security and forensics, business and systems analysis, multimedia, geographical information systems.","Only used for courses that cover many aspects of the subject either as options, pathways or integrated. _Where the course is a specialist one, use the individual specialist term, for example 'computer and video games' or 'geographical information systems'."
100359,artificial intelligence,The study of principles and techniques for the computer-based simulation and modelling of intelligent animal behaviour patterns.,
100360,business computing,"The study of how computers are used with business, including the basic skills of designing and building computer systems, and the development of the use of IT in any business.",
100361,business information systems,"The study, design or application of computer systems which capture, process and transmit information in the context of a business organisation.","information systems part of business information technology. _For wider IT in business, use business information technology."
100362,business information technology,"The study of the practical application of computing to the commercial world, including e-commerce, information systems and computer consultancy.","For information systems parts of this subject, use business information systems."
100363,computer animation and visual effects,The study of techniques associated with the creation of computer generated visual effects for use in static or moving imagery.,"For animation not using computer generated effects (for example stop motion), use animation."
100365,computer networks,The study of computer network systems and computer communications techniques/protocols.,
100366,computer science,"The study of the design and application of electronic computer systems, including computer architectures, software and systems design.",
100367,computing and information technology,"The study of the theory and practice of computer science and computer systems, and the design, implementation and operation of technological information systems and services.",
100368,creative computing,"The study of how technical computation methods interact with and support the media industries, with particular application to audio and visual media, and systems in arts, music, film, computer and video games and other digital media.",
100369,geographical information systems,"The study of the collection, transmission, processing and use of geographical data using information technology.",
100370,information management,"The study of the specification, use, processing, analysis and availability of data within its context.",
100371,information systems,"The study, design or application of computer systems which capture, process and transmit information.","For knowledge-based systems and techniques, use 'knowledge and information systems'"
100372,information technology,"The study of the application of computers and telecommunications equipment to store, retrieve, transmit and manipulate data, often in the context of a business or other enterprise.",
100373,internet technologies,The study of internet-related computing including Cloud Computing.,
100374,software engineering,"The study of techniques and principles for the design, construction, testing and maintenance of computer programs to satisfy the requirements of specific operational problems.",
100375,web and multimedia design,The study of/training in the use of artistic techniques in design using a variety of materials.,
100376,computer and information security,"The study of topics around denying access to unauthorised users to computer and information systems, detecting vulnerabilities through ethical hacking and penetration testing and managing the overall information security process. It investigates security threats and resolutions of them.",
100379,climate science,The study of secular weather conditions and climates.,
100380,environmental geoscience,"The study of how to apply knowledge of the natural world, in particular the understanding of minerals, soils and rocks, combined with surface processes, to the solution of environmental issues, for example the mitigation of environmental hazards, while at the same time allowing for growth and development.",
100381,environmental sciences,"The study of the terrestrial, aquatic and atmospheric environment and human interaction with it.",
100382,meteorology,The study of atmospheric conditions related to weather conditions and forecasting.,
100384,archaeological sciences,"The study of the scientific analysis of the material remains of past cultures. Includes an approach to reconstruct and understand the past. Also includes the application of physical, chemical and biological techniques to aid scientific, archaeological and geoarchaeological investigations.",
100385,computer forensics,"The application of scientific investigation and analysis techniques in gathering, preserving and evaluating evidence from computer devices, so that it is suitable for presentation in courts of law.",
100386,forensic biology,The application of biology to law enforcement.,"May include searching scenes and evidential items to identify any body fluids present, collecting and examining hairs and textile fibres, DNA analysis, entomology, anthropology and forensic pathology."
100387,forensic psychology,The psychological aspects of crime and criminal behaviour.,
100388,forensic science,"The application of scientific investigation and analysis techniques in gathering, preserving and evaluating evidence, so that it is suitable for presentation in courts of law.","The techniques used include fingerprinting (both traditional and genetic), analysis of blood and poison samples, ballistics etc."
100390,general science,"The study of a broad range of scientific subjects, where specialisation is not required, or where multiple specialisations can be studied at a late stage in the course of study.",
100391,natural sciences,"The study of the description, prediction, and understanding of natural phenomena, based on observational and empirical evidence.",
100392,applied science,"The study of the application of scientific principles and knowledge to practical problems, the development of existing technologies and the invention of new ones.",
100394,earth sciences,"The study of the earth as a unified system; includes earth resources, surface and crustal processes.",
100395,geology,"The study of the origin, history, structure and composition of the earth. Encourages understanding of environmental problems and includes techniques on searching for mineral resources and other raw materials.",
100396,geophysics,The study of the physical structure and dynamics of the earth.,
100398,palaeontology,The study of the fossil record.,
100400,applied mathematics,The study of the application of mathematical principles to the solution of functional area problems.,
100401,financial mathematics,"The study of the application of mathematics to the finance industry, including the development, critique, and use of various financial models.",
100402,mathematical modelling,"The study of the use of mathematical principles to construct simplified representations and simulations of 'real-world' processes, allowing calculations and predictions to be made.",
100403,mathematics,"The rigorous analysis of quantities, magnitudes, forms and their relationships, using symbolic logic and language, both in its own right and as applied to other disciplines.",
100404,operational research,"The development and application of complex mathematical or simulation models to solve problems involving operational systems, where the system concerned is subject to human intervention.",
100405,pure mathematics,"The rigorous analysis of quantities, magnitudes, forms and their relationships, using symbolic logic and language.",
100406,statistics,The study of the collection and analysis of numerical data.,
100408,environmental geography,The study of the relationship between natural and human environments.,
100409,geography,"The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life.","May include historical and political geography, cultural geography, economic and physical geography, regional science, cartographic methods, remote sensing, spatial analysis, and applications to areas such as land-use planning, development studies, and analyses of specific countries, regions, and resources."
100410,physical geography,The spatially-related study of natural features of the earth.,"Includes topographical, physical, biological, environmental and information management concepts."
100413,analytical chemistry,The study of the development and application of methods to determine the chemical composition of substances.,
100414,astronomy,The scientific study of celestial bodies.,
100415,astrophysics,The study of the physical nature of the universe including cosmology and astronomical techniques.,
100416,chemical physics,"The study of sub-atomic particles, atoms and molecules in all states of matter and how they interact with each other and their environment.",
100417,chemistry,The study of individual atoms and molecules and the way they react together naturally and synthetically.,
100418,marine sciences,The study of the coastal environment and mariculture.,
100419,medical physics,"The study of the application of techniques and technologies from physics to the development and maintenance of critical equipment for patient care, including how the equipment is used to diagnose and treat disease.",
100420,medicinal chemistry,"The study of aspects of chemistry, such as drug design, of importance to medical science.",
100421,ocean sciences,"The study of oceans, the seabed and atmosphere.","Includes oceanography. May include studies associated with physics, chemistry, geology and biology."
100422,organic chemistry,The study of organic compounds and their reaction mechanisms.,
100423,pharmaceutical chemistry,The study of drug function.,
100424,physical sciences,The study of non-living systems to increase the understanding of how the physical world works.,Involves designing and conducting experiments to collect physical evidence of natural phenomena. Includes (not exhaustive list): astronomy chemistry geosciences mathematics materials science meteorology physics
100425,physics,"The study of the properties of matter and energy and the relationships between them, making extensive use of mathematical techniques and models.","May include mechanics, optics, electricity, magnetism and acoustics. May also include atomic, nuclear, particle and solid state studies."
100426,theoretical physics,The mathematical principles and techniques of physics theory and explanation of physical phenomena.,
100427,acoustics,The study of sound and sound waves.,
100428,aerodynamics,"The study of the relative motion between a body and gases (typically air), especially predicting the forces acting on a body.","Involves the study and application of specialist mathematics, physical laws and complex experimental measurement and visualization techniques."
100429,dynamics,The study of the forces that change or produce the motion of bodies. May include the study of kinetics.,
100430,mechanics,The study of the equilibrium of bodies or their motion within a particular frame of reference.,May also be called stress analysis.
100431,thermodynamics,The study of the interrelationship and interconversion of different forms of energy.,"Includes the study of the effects of pressure, temperature, and so on. May also be called heat exchange technology. Involves the study and application of specialist mathematics."
100433,sport and exercise sciences,"The applied scientific study of the anatomy, physiology, biomechanics and psychology of the human body with a view to optimising performance in sporting and physical activities.",Includes non-teacher training physical education.
100436,anthropology,"The comparative study of human beings, their antecedents and related primates, and their cultural behaviour and institutions.",
100437,social anthropology,The study of the branch of anthropology that deals with social phenomena such as kinship systems or beliefs.,
100439,broadcast journalism,"The study of reporting, photographing and editing news stories for all types of broadcast media.",
100440,digital media,The study of human communication through electronic media.,"May involve study of the internet, World Wide Web, technical innovations and the role of audiences. Concentrates on business, management and financial aspects and not on the equipment and technology."
100441,film production,"The study of the organisation, financing and presentation of events on film.",
100442,journalism,"The study of reporting, photographing and editing news stories.","Includes the ownership and control of the press and the power it conveys. Also includes study of political, ethical and economic influences."
100443,media production,"The study of the technologies, systems, techniques and professional practice in the creation of works using sound, images and/or the written word.",
100444,media and communication studies,"The study of communication between people through broadcasting, cinema, the press and by electronic means.","May involve the study of the media industry, technical innovations and the role of audiences."
100445,multimedia journalism,"Writing text reports for newspapers, magazines and websites. Writing features, interviews and reviews. Taking, editing and publishing still images online. Filming, editing and publishing video reports. Recording, editing and publishing audio reports including podcasts.",
100449,business economics,"The study of the application of economic theory to business decision making, matching economic principles to their uses and limitations in a business context.",
100450,economics,"The systematic study of the production, conservation and allocation of resources in conditions of scarcity, together with the organisational frameworks related to these processes.",
100451,financial economics,The study of the application of economic principles and analytical techniques in the area of finance.,
100452,international economics,The systematic study and analysis of international commercial behaviour and trade policy.,
100454,adult education,"The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in adults.",
100455,childhood and youth studies,"The interdisciplinary study of the development of children and young people, including policies, practices and issues affecting them.","For just children, use childhood studies."
100456,childhood studies,"The interdisciplinary study of the development of children, including policies, practices and issues affecting them.","Where youth studies is also included, use childhood and youth studies."
100457,early childhood studies,"The study of sociological, social policy, psychological and educational perspectives related to children aged 0-5.","Not focused primarily on education or teaching. For academic studies in how young children age 0-5 learn and are taught, but not including teacher training, use early years education. For training for teachers specialising in 0-5 years, use early years teaching."
100459,education studies,"The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency.",
100460,further education,"The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in people in education years 12 to 13",
100461,higher education,"The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in people in higher education.",
100462,learning support,"Development of skills, knowledge and critical understanding necessary to effectively support teachers and learners in the process of teaching and learning in a variety of contexts, and to build upon the unique features of the support role in ways that contribute to raising learner achievement.","May include, pupil inspiration, development of creative teaching and learning strategies, inclusive practice, child development and safeguarding/child protection."
100463,early years education,"Academic studies in how young children age 0-5 learn and are taught, but not including teacher training.","Does not include training for teachers. For training for teachers specialising in 0-5 years, use early years teaching. For the study of sociological, social policy, psychological and educational perspectives related to children aged 0-5, use early childhood studies."
100464,primary education,"The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in children in school years 1 to 6 inclusive.",
100465,secondary education,"The study of teaching and learning, the arrangement of the curriculum, and the investigation of the learning process in order to improve learning ability and efficiency in children in school years 7 to 11 inclusive.",
100466,youth and community work,The study of social work services aimed at support of vulnerable/under-privileged youths in society.,
100468,countryside management,"The study of policies, methods and techniques relevant to the land use planning, management, conservation of, access to and recreation in the countryside.",
100469,environmental management,"The study of how and why humans interact with the environment, with a focus on the application of scientific principles and management techniques to real-life environmental problems such as pollution, energy provision and climate change.","May include environmental sciences, environmental economics and law."
100471,social sciences,The study of society and the manner in which people behave and influence the world around us. Social science covers a broad range of disciplines that can help explain how our own society works.,
100473,health studies,The multidisciplinary study of the physical and mental welfare of human beings in their social and cultural context.,
100475,sports therapy,"The applied scientific study of anatomy, exercise physiology, psychology and biomechanics within the context of human body conditioning and the prevention, recognition and evaluation, management, treatment and rehabilitation of sport and exercise related injuries and illness.",
100476,health and social care,"The study of the theory and practice of delivery of services for people with needs relating to illness, wellbeing, relationships and activities in the community, including the ethical, legal, social, economic and political factors that influence provision and delivery.",
100478,human geography,"The systematic study of the spatial distribution and interrelationships of people, natural resources, plant and animal life.",
100482,business law,"The study of the features and ideas involved in a legal system as it refers to commercial organisations, including its major concepts, values, principles and rules, its relevant legal institutions and procedures.",Covers both business and commercial aspects.
100483,criminal justice,The study of policies implemented by local and central governments to influence and support criminal justice in society.,
100484,criminology,"The systematic study of crime, criminal behaviour, causes and prevention.",
100485,law,"The study of the features and ideas involved in a legal system, including its major concepts, values, principles and rules, its main legal institutions and procedures, and the relevant social, economic, political, historical, philosophical, ethical, cultural and environmental contexts in which the law operates.",
100486,policing,"The study of forensic investigative skills, knowledge of criminal and other related law, appreciation of mental health and wider understanding of the social context in which policing is conducted.",
100488,international development,The systematic study of the economic development process and its application to the problems of specific countries and regions.,"Includes instruction in economic development theory, industrialization, land reform, infrastructural development, investment policy, the role of governments and business in development, international development organizations, and the study of social, health, and environmental influences on economic development."
100489,international politics,"The study of political structures, functions and theories among the international community.",
100490,international relations,The study of the interaction between members of the international community.,
100491,politics,The study of activities related to the institution of the state and the machinery of government or the method through which social conflict is expressed and attempts to resolve conflict are made.,
100493,applied psychology,The study of the application of psychological evidence and theories to real world situations.,
100494,clinical psychology,"The study of clinical aspects of the psychological consequences of emotional, cognitive, behavioural or neurological disorders.","Included in NHS scientific, therapeutic & technical area"
100495,counselling,The study of how to help other people to maintain a healthy and positive mental disposition in addressing problems.,
100496,educational psychology,The study of the psychology of learning and teaching in educational settings.,
100497,psychology,"The scientific study of behaviour, experience and mental processes of individuals within social networks.","May include study of the brain, the senses, genetics, the biological and physiological bases of behaviour, social interaction and identity."
100498,social psychology,The study of behaviour and mental processes in social contexts.,
100499,sport and exercise psychology,The study of psychological approaches to performance in physical activities.,
100501,social care,"The study of policy, theory and practice of non-medical services and support that help people lead an active life and do the everyday things that many of us take for granted.","May include the study of how ethical, legal, social, economic and political factors influence the provision and development of services."
100502,social policy,The study of the policies of institutions which are designed to modify the balance of sociological factors.,
100503,social work,The study of the organised means of providing basic support services for vulnerable/under-privileged individuals and/or groups.,
100505,sociology,The systematic study of human social institutions and social relationships.,
100507,adult education teaching,"The training of others to impart, explain and disseminate knowledge, skills and learning to adults.","May include teaching of management training techniques, restructuring of teaching methods to take account of part-time study etc."
100508,post compulsory education and training,"The training of others to impart, explain and disseminate knowledge, skills and learning to over 16 year olds including adults and those in education years 12 and 13.",
100509,higher education teaching,"The training of others to impart, explain and disseminate knowledge, skills and learning to people registered on a higher education course.",
100510,early years teaching,Training for teachers specialising in 0-5 years.,"For academic studies in how young children age 0-5 learn and are taught, but not including teacher training, use early years education. For the study of sociological, social policy, psychological and educational perspectives related to children aged 0-5, use early childhood studies."
100511,primary teaching,"The training of others to impart, explain and disseminate knowledge, skills and learning to children between the ages of 3 and 11.",
100512,secondary teaching,"The training of others to impart, explain and disseminate knowledge, skills and learning to children between the ages of 11 and 18.",
100513,teaching English as a foreign language,The training of others to teach English to people whose first language is not English.,
100516,agricultural sciences,"The specifically scientific study of aspects of agriculture, excluding wider non-laboratory-based agricultural subjects such as economics, business management and land use.  ? Reads like a scope note.",
100517,agriculture,"The study of crop and animal production methods and of the underpinning scientific, economic and business principles.",This subject also covers technological and economic problems encountered in current production systems; evaluation of new techniques and their application to commercial practice; organising and managing a business; identifying and evaluating public concerns over food production practices and evaluating the wider consequences of agricultural activities.
100518,animal management,"The study of the skills and knowledge that can be applied to the conservation, health and science of animals, including their husbandry, environment and sustainability.",
100519,equine studies,"The study of horses, their health, livery and use as farm, domestic and recreational animals.",
100520,forestry and arboriculture,"The study of planting and caring for trees and the management of woods and forests for conservation purposes, commercial exploitation and recreational use.",
100522,animal behaviour,"The scientific study of the psychological and neurological bases of animal sensation, perception, cognition, behaviour, and behavioural interactions within and outside the species.",
100523,animal science,"The scientific study of animals, their nutrition, treatment and care.","May include the study of animal's diseases and their cure (for this specifically, use animal pathology), veterinary nursing (for this specifically, use veterinary nursing), the study of drugs, their characteristics, actions and uses with animals (for this specifically, use animal pathology)."
100526,food and beverage production,"The study of the process of commercial manufacture of food and drink, including production techniques and the amount and rate at which foodstuffs are produced.",
100527,food science,The study of the properties and behaviour of food.,"_Includes the application of physical, chemical and biological sciences to food systems."
100529,horticulture,"The study of plants grown for their appearance for use in municipal and other large area planting schemes, gardens, parks and landscapes.",
100531,veterinary medicine,"The study of the observation, diagnosis and treatment of illness, disease or damage through direct interaction with non-human patients.","This is the professional veterinary medicine and science subject that includes the whole veterinary degree programme, and is distinguished from non-professional routes, e.g. ""bioveterinary science"" courses which do not lead to professional recognition."
100532,veterinary nursing,"The study of principles and techniques for assessing, managing, treating and monitoring non-human patients and educating their owners in animal care.","Applies to courses and programmes designed for those studying towards a professional veterinary nursing qualification, or for postgraduate programmes for those already registered as veterinary nurses."
100539,broadcast engineering,"The study of the principles of engineering as they apply to the equipment required to acquire, store, process and transmit information typically associated with the public and private service delivery, to a large customer base or territory, of radio and/or television programmes.",
100540,cellular pathology,The study of the effects and nature of diseases in cellular structures.,
100544,marine engineering,"The study and principles of engineering as they apply to coastal and off-shore structures and the prevention of damage, decay and erosion to the natural environment.",Includes the study and application of specialist mathematics
100545,corrosion technology,The study and control of the corrosion of metals.,
100546,digital circuit engineering,The study of the principles of engineering as they apply to discrete values of input and output voltage levels.,
100548,engineering surveying,"The study and practice of measuring altitudes, angles and distances on the land surface in order to plan sites and constructions. Includes specialist underwater surveying techniques.",
100549,environmental impact assessment,The study and principles of engineering as they apply to the assessment and repair of insensitive environmental exploitation or natural upheaval.,
100550,gemmology,"The processing, cutting and polishing of precious stones.",
100551,geotechnical engineering,"The study and practice, using engineering principles, of geological approaches to the investigation of the formation, characterisation and structure of the surface and sub-surface of the Earth.",
100553,integrated circuit design,The study of the most efficient processing of semiconductor material to form integrated circuits.,
100560,musical instrument manufacture,The study of the systems and processes used in the manufacture of musical instruments.,
100564,aerospace propulsion systems,The study of aerospace locomotion and its driving force.,Involves the study and application of specialist mathematics especially relating to thermodynamics.
100565,public health engineering,"The study of engineering principles, design and construction, with particular emphasis on public health and safety.",
100566,quarrying,The study of the extraction and processing of stone.,
100568,ship design,The study of the principles of engineering as they apply to the design of floating vessels.,Involves the study and application of specialist mathematics.
100572,tissue engineering and regenerative medicine,The use of engineering principles to design and manufacture replacement tissues.,
100573,water quality control,The study of engineering structures and fluid mechanics with particular emphasis on improving and maintaining water supplies and the disposal of waste water.,"May include considerations of health, hygiene and recreational use."
100577,fluid mechanics,"The study of the mechanical and flow properties of liquids, gases and plasmas.","May also be called fluid dynamics. Includes hydraulics, hydrodynamics and aerodynamics. Involves the study and application of specialist mathematics. For classification of purely aerodynamics subjects, use aerodynamics."
100579,structural mechanics,The study of the equilibrium and motion of structures either of themselves or influenced by forces outside them.,Involves the study and application of specialist mathematics.
100580,acoustics and vibration,The study of oscillation and resonance.,
100581,electrical power,The study of the rates at which electrical energy is fed into or taken from a device or system. Involves the study and application of specialist mathematics.,"For generation specifically, use 'electrical power generation'. For distribution specifically, use 'electrical power distribution'."
100583,architectural design,"The study of the design of buildings for human activity, taking into account both internal and external environmental factors.",
100584,building technology,The study of building design and its relationship with construction.,
100585,conservation of buildings,"The study of the repair, restoration and preservation of old or damaged and/or culturally significant buildings including conservation technology.",
100586,property development,"The practical and theoretical study of property that is to be improved or altered in some way from its original purpose, or to be modernised or expanded within its current purpose.",
100587,drawing,"The study of/training in the expression of emotions, ideas or views of reality through representation by lines on a surface. Includes the use of such media as pen & ink, pencil, charcoal, pastel etc.",
100588,landscape studies,The planning and management of the built and natural environment as landscape.,
100589,painting,"The study of/training in the expression of emotions, ideas or views of reality through representation by the application of paints and chemical colour substances to canvasses or other materials.",
100590,garden design,"The study of the design, construction and management of public and private gardens.",
100592,sculpture,"The representation of reality using three-dimensional media, e.g. stone, metal, wood etc.",
100593,rural planning,"The study of the planning of the infrastructure, development and management of settlement in the country.",
100594,urban studies,The study of the interaction of the planning process and management policies on the built environment.,
100595,printmaking,"The study of/training in the expression of emotions, ideas or views of reality by rendering art concepts onto surfaces and transferring images, via ink or dyes, onto paper or fabric.",
100597,applied economics,"The study of the application of economic principles and analytical techniques to the study of particular industries, activities or the exploitation of particular resources.",
100599,fine art conservation,"The study of the conservation, protection and restoration of fine art artefacts.",
100600,agricultural economics,The study of the application of economic principles and analytical techniques in the area of agriculture.,
100601,economic policy,The study of the application of economic principles and analytical techniques in the area of government policy.,
100604,econometrics,The study of the systematic mathematical and statistical analysis of economic phenomena and problems.,
100606,economic systems,The study of economic systems based upon particular doctrines.,
100609,democracy,The study of the system of government based on the consent of the governed.,
100610,UK government/parliamentary studies,The study of the structure and function of the UK system of government.,
100612,European Union politics,"The study of the structures, functions and theories of politics within the European Union.",
100616,strategic studies,The study of strategies designed to promote and defend the autonomy and interests of a country within the international community.,
100617,war and peace studies,"The interdisciplinary study of violent conflict between political entities, its impact, resolution, and avoidance.",
100618,comparative politics,"The comparative study of differing political structures, political functions and political theories.",
100619,applied sociology,The study of the application of sociological principles and techniques to particular social institutions or types of social relationship.,
100621,gender studies,The study of the sociological influence of gender.,
100622,women's studies,The study of the role and influence of women in society.,
100623,men's studies,The study of the role and influence of men in society.,
100624,ethnicity,The study of the sociological influence of ethnicity.,
100625,disability studies,The study of the sociological influence of disability.,
100626,religion in society,The study of the sociological influence of religion.,
100627,socio-economics,The study of the interrelationship between sociological and economic factors.,
100628,social theory,The study of the concept of social behaviour.,
100629,political sociology,The study of the sociological dimensions of politics.,
100630,typography,"The study of/training in the use of artistic techniques in the design and production of prefabricated fonts and the layout of text in all its forms, including printed and digital materials.",
100631,sociology of science and technology,The study of the influence of new scientific and technological developments on society.,
100632,visual communication,The study of/training in the use of artistic techniques in design to impart information.,
100633,furniture design and making,"The study of/training in the design and making of furniture for residential, commercial and public environments.",
100636,interactive and electronic design,The study of/training in the design of non-static computer-generated images.,
100637,musicianship and performance studies,The study of/training in the mastering of musical instruments and performing art as solo and/or ensemble performers.,
100639,instrumental or vocal performance,"The study of performance in relation to various genres of music, theatre and performing arts (concert, recital, play, ballet, operetta, circus acts, poetry).",
100642,music education and teaching,"The study associated with the teaching and learning of music, developing music skills and appreciation.",
100643,music and arts management,"The study of managing music organisations, operations, facilities, and personnel.","Includes instruction in business and financial management, music law and applications to specific activities such as managing theatres, recording studios, bands and individual artists."
100644,music marketing,"The study of the organisation of branding, pricing and promotion of the spectrum of musical products and services.","Including event promotion, music products merchandising, artist agency and promotion."
100645,international social policy,The study of the policies of international institutions which are designed to modify the balance of sociological factors.,
100647,public policy,The study of policies implemented by local and central governments to influence sociological factors.,
100648,health policy,The study of policies implemented by local and central governments to influence the public health of societies.,
100649,welfare policy,The study of policies implemented by local and central governments to provide support for vulnerable and under-privileged members of society.,
100650,conducting,The study of directing musical performance by way of visible gestures.,
100651,education policy,The study of policies implemented by local and central governments to provide for the educational needs of society.,
100652,security policy,The study of policies implemented by local and central governments to uphold and defend the structure and authority of the state.,
100653,health and welfare,The study of Social Work services aimed at support of the health and welfare of vulnerable/under-privileged individuals and/or groups.,
100654,child care,The study of social work services aimed at support of vulnerable/under-privileged children in society.,
100655,community work,The study of Social Work services aimed at support of vulnerable/under-privileged people within particular communities in society.,
100656,jazz performance,"The study of performance in the jazz genre, and the preparation of individuals to master the performance of jazz.","Includes instruction in improvisation, jazz instrument and ensemble performance."
100657,popular music performance,The study of performance in the genre of music classified as popular music.,
100658,careers guidance,The study of the provision of support services aimed at helping people to make informed and rational career decisions.,
100659,community justice,The study of voluntary sector services aimed at the support of victims and/or provision to offenders.,
100661,historical performance practice,"The study of historical interpretation, utilising period instruments and gaining insight into traditional approaches and original sources.",
100662,probation/after-care,The study of the provision of services aimed at supervising criminal offenders and supporting their rehabilitation into society following punishment.,
100663,physical and biological anthropology,The study of the branch of anthropology that deals with physical and biological factors in societies.,
100664,history of music,The study of the historical development of music and musical styles.,
100665,economic geography,The study of the relationship between economic factors and the distribution and interaction of people with the natural environment.,
100666,urban geography,The study of the relationship between people and the environment in towns and cities.,
100667,musicology,"The systematic study of the forms and methods of music art, and the functions of music in societies and cultures.",
100668,political geography,The study of the influence of political factors in the distribution of populations and their effect on the environment.,
100669,transport geography,The study of the influence of travel and transport on populations and the environment.,
100670,environmental history,"The study of earlier and continuing topographical, topological and social developments and their influence on populations and the environment.",
100671,cultural geography,The study of the influence of beliefs and value systems on populations and the environment.,
100674,ethnomusicology and world music,"The study of music and dance from all parts of the world, focusing on the systematic study of the forms and methods of music art, and the functions of music, in Western and non-Western societies and cultures.",
100676,English law,The study of the Law of England.,
100677,Northern Irish law,The study of the law of Northern Ireland.,
100678,Scots law,The study of the law of Scotland.,
100680,European Union law,The study of European law.,
100681,public international law,The study of the law governing countries beyond the boundaries of the European Union.,
100683,comparative law,The study of different legal structures and systems.,
100684,public law,The study of the definition and application of public law.,
100685,criminal law,The study of the definition and application of criminal law.,
100686,private law,The study of the definition and application of private law.,
100689,property law,The study of the law of property.,
100690,torts,The study of civil wrongs and injuries.,
100691,jurisprudence,The science or philosophy of law.,
100692,legal practice,The study of the duties and requirements of legal representation.,
100693,medical law,The study of the law relating to the practice of medicine.,
